common_name,species,unit_name,park,es,season,climate_trend
Black-capped Chickadee,BCCH,Cuyahoga Valley National Park,CUVA,85,Winter,E
Black-crowned Night-Heron,BCNH,Cuyahoga Valley National Park,CUVA,85,Winter,I
Belted Kingfisher,BEKI,Cuyahoga Valley National Park,CUVA,26,Winter,I
Belted Kingfisher,BEKI,Cuyahoga Valley National Park,CUVA,85,Winter,I
Brown-headed Cowbird,BHCO,Cuyahoga Valley National Park,CUVA,26,Winter,I
Brown-headed Cowbird,BHCO,Cuyahoga Valley National Park,CUVA,85,Winter,I
Brown-headed Nuthatch,BHNU,Cuyahoga Valley National Park,CUVA,85,Winter,C
Blue Jay,BLJA,Cuyahoga Valley National Park,CUVA,26,Winter,S
Blue Jay,BLJA,Cuyahoga Valley National Park,CUVA,85,Winter,S
Black Vulture,BLVU,Cuyahoga Valley National Park,CUVA,85,Winter,I
Bonaparte's Gull,BOGU,Cuyahoga Valley National Park,CUVA,26,Winter,E
Bonaparte's Gull,BOGU,Cuyahoga Valley National Park,CUVA,85,Winter,E
Brewer's Blackbird,BRBL,Cuyahoga Valley National Park,CUVA,85,Winter,C
Brown Creeper,BRCR,Cuyahoga Valley National Park,CUVA,26,Winter,I
Brown Creeper,BRCR,Cuyahoga Valley National Park,CUVA,85,Winter,I
Brown Thrasher,BRTH,Cuyahoga Valley National Park,CUVA,26,Winter,I
Brown Thrasher,BRTH,Cuyahoga Valley National Park,CUVA,85,Winter,I
Bufflehead,BUFF,Cuyahoga Valley National Park,CUVA,85,Winter,I
Carolina Chickadee,CACH,Cuyahoga Valley National Park,CUVA,26,Winter,I
Carolina Chickadee,CACH,Cuyahoga Valley National Park,CUVA,85,Winter,I
Canvasback,CANV,Cuyahoga Valley National Park,CUVA,26,Winter,S
Canvasback,CANV,Cuyahoga Valley National Park,CUVA,85,Winter,I
Carolina Wren,CARW,Cuyahoga Valley National Park,CUVA,26,Winter,I
Carolina Wren,CARW,Cuyahoga Valley National Park,CUVA,85,Winter,I
Cedar Waxwing,CEDW,Cuyahoga Valley National Park,CUVA,26,Winter,I
Cedar Waxwing,CEDW,Cuyahoga Valley National Park,CUVA,85,Winter,I
Chipping Sparrow,CHSP,Cuyahoga Valley National Park,CUVA,26,Winter,I
Chipping Sparrow,CHSP,Cuyahoga Valley National Park,CUVA,85,Winter,I
Common Goldeneye,COGO,Cuyahoga Valley National Park,CUVA,26,Winter,S
Common Goldeneye,COGO,Cuyahoga Valley National Park,CUVA,85,Winter,S
Common Grackle,COGR,Cuyahoga Valley National Park,CUVA,26,Winter,I
Common Grackle,COGR,Cuyahoga Valley National Park,CUVA,85,Winter,I
Cooper's Hawk,COHA,Cuyahoga Valley National Park,CUVA,26,Winter,W
Cooper's Hawk,COHA,Cuyahoga Valley National Park,CUVA,85,Winter,W
Common Loon,COLO,Cuyahoga Valley National Park,CUVA,26,Winter,S
Common Loon,COLO,Cuyahoga Valley National Park,CUVA,85,Winter,S
Common Merganser,COME,Cuyahoga Valley National Park,CUVA,26,Winter,S
Common Merganser,COME,Cuyahoga Valley National Park,CUVA,85,Winter,W
Common Redpoll,CORE,Cuyahoga Valley National Park,CUVA,26,Winter,E
Common Redpoll,CORE,Cuyahoga Valley National Park,CUVA,85,Winter,E
Double-crested Cormorant,DCCO,Cuyahoga Valley National Park,CUVA,26,Winter,I
Double-crested Cormorant,DCCO,Cuyahoga Valley National Park,CUVA,85,Winter,I
Dark-eyed Junco,DEJU,Cuyahoga Valley National Park,CUVA,26,Winter,S
Dark-eyed Junco,DEJU,Cuyahoga Valley National Park,CUVA,85,Winter,S
Downy Woodpecker,DOWO,Cuyahoga Valley National Park,CUVA,26,Winter,W
Downy Woodpecker,DOWO,Cuyahoga Valley National Park,CUVA,85,Winter,W
Dunlin,DUNL,Cuyahoga Valley National Park,CUVA,85,Winter,I
Eastern Bluebird,EABL,Cuyahoga Valley National Park,CUVA,26,Winter,I
Eastern Bluebird,EABL,Cuyahoga Valley National Park,CUVA,85,Winter,I
Eastern Meadowlark,EAME,Cuyahoga Valley National Park,CUVA,26,Winter,I
Eastern Meadowlark,EAME,Cuyahoga Valley National Park,CUVA,85,Winter,I
Eastern Phoebe,EAPH,Cuyahoga Valley National Park,CUVA,85,Winter,I
Eastern Screech-Owl,EASO,Cuyahoga Valley National Park,CUVA,26,Winter,I
Eastern Screech-Owl,EASO,Cuyahoga Valley National Park,CUVA,85,Winter,S
Eurasian Tree Sparrow,ETSP,Cuyahoga Valley National Park,CUVA,26,Winter,C
European Starling,EUST,Cuyahoga Valley National Park,CUVA,26,Winter,W
European Starling,EUST,Cuyahoga Valley National Park,CUVA,85,Winter,S
Fish Crow,FICR,Cuyahoga Valley National Park,CUVA,26,Winter,C
Field Sparrow,FISP,Cuyahoga Valley National Park,CUVA,26,Winter,I
Field Sparrow,FISP,Cuyahoga Valley National Park,CUVA,85,Winter,I
Fox Sparrow,FOSP,Cuyahoga Valley National Park,CUVA,26,Winter,I
Fox Sparrow,FOSP,Cuyahoga Valley National Park,CUVA,85,Winter,I
Gadwall,GADW,Cuyahoga Valley National Park,CUVA,26,Winter,I
Gadwall,GADW,Cuyahoga Valley National Park,CUVA,85,Winter,I
Great Black-backed Gull,GBBG,Cuyahoga Valley National Park,CUVA,26,Winter,S
Great Black-backed Gull,GBBG,Cuyahoga Valley National Park,CUVA,85,Winter,S
Great Blue Heron,GBHE,Cuyahoga Valley National Park,CUVA,26,Winter,I
Great Blue Heron,GBHE,Cuyahoga Valley National Park,CUVA,85,Winter,I
Golden-crowned Kinglet,GCKI,Cuyahoga Valley National Park,CUVA,26,Winter,I
Golden-crowned Kinglet,GCKI,Cuyahoga Valley National Park,CUVA,85,Winter,I
Great Horned Owl,GHOW,Cuyahoga Valley National Park,CUVA,26,Winter,I
Great Horned Owl,GHOW,Cuyahoga Valley National Park,CUVA,85,Winter,S
Gray Catbird,GRCA,Cuyahoga Valley National Park,CUVA,26,Winter,I
Greater Scaup,GRSC,Cuyahoga Valley National Park,CUVA,26,Winter,S
Greater Scaup,GRSC,Cuyahoga Valley National Park,CUVA,85,Winter,S
Great-tailed Grackle,GTGR,Cuyahoga Valley National Park,CUVA,85,Winter,C
Green-winged Teal,GWTE,Cuyahoga Valley National Park,CUVA,26,Winter,I
Green-winged Teal,GWTE,Cuyahoga Valley National Park,CUVA,85,Winter,I
Harris's Sparrow,HASP,Cuyahoga Valley National Park,CUVA,85,Winter,C
Hairy Woodpecker,HAWO,Cuyahoga Valley National Park,CUVA,26,Winter,S
Hairy Woodpecker,HAWO,Cuyahoga Valley National Park,CUVA,85,Winter,S
Herring Gull,HERG,Cuyahoga Valley National Park,CUVA,26,Winter,W
Herring Gull,HERG,Cuyahoga Valley National Park,CUVA,85,Winter,W
Hermit Thrush,HETH,Cuyahoga Valley National Park,CUVA,26,Winter,I
Hermit Thrush,HETH,Cuyahoga Valley National Park,CUVA,85,Winter,I
House Finch,HOFI,Cuyahoga Valley National Park,CUVA,26,Winter,S
House Finch,HOFI,Cuyahoga Valley National Park,CUVA,85,Winter,W
Horned Grebe,HOGR,Cuyahoga Valley National Park,CUVA,26,Winter,I
Horned Grebe,HOGR,Cuyahoga Valley National Park,CUVA,85,Winter,I
Horned Lark,HOLA,Cuyahoga Valley National Park,CUVA,26,Winter,S
Horned Lark,HOLA,Cuyahoga Valley National Park,CUVA,85,Winter,S
Hooded Merganser,HOME,Cuyahoga Valley National Park,CUVA,26,Winter,I
Hooded Merganser,HOME,Cuyahoga Valley National Park,CUVA,85,Winter,I
House Sparrow,HOSP,Cuyahoga Valley National Park,CUVA,26,Winter,S
House Sparrow,HOSP,Cuyahoga Valley National Park,CUVA,85,Winter,W
Killdeer,KILL,Cuyahoga Valley National Park,CUVA,26,Winter,I
Killdeer,KILL,Cuyahoga Valley National Park,CUVA,85,Winter,I
Le Conte's Sparrow,LCSP,Cuyahoga Valley National Park,CUVA,85,Winter,C
Least Sandpiper,LESA,Cuyahoga Valley National Park,CUVA,85,Winter,I
Lesser Scaup,LESC,Cuyahoga Valley National Park,CUVA,26,Winter,I
Lesser Scaup,LESC,Cuyahoga Valley National Park,CUVA,85,Winter,I
Lincoln's Sparrow,LISP,Cuyahoga Valley National Park,CUVA,85,Winter,I
Loggerhead Shrike,LOSH,Cuyahoga Valley National Park,CUVA,85,Winter,C
Mallard,MALL,Cuyahoga Valley National Park,CUVA,26,Winter,S
Mallard,MALL,Cuyahoga Valley National Park,CUVA,85,Winter,S
Mourning Dove,MODO,Cuyahoga Valley National Park,CUVA,26,Winter,W
Mourning Dove,MODO,Cuyahoga Valley National Park,CUVA,85,Winter,W
Mute Swan,MUSW,Cuyahoga Valley National Park,CUVA,26,Winter,S
Mute Swan,MUSW,Cuyahoga Valley National Park,CUVA,85,Winter,W
Northern Bobwhite,NOBO,Cuyahoga Valley National Park,CUVA,26,Winter,I
Northern Bobwhite,NOBO,Cuyahoga Valley National Park,CUVA,85,Winter,I
Northern Cardinal,NOCA,Cuyahoga Valley National Park,CUVA,26,Winter,I
Northern Cardinal,NOCA,Cuyahoga Valley National Park,CUVA,85,Winter,I
Northern Flicker,NOFL,Cuyahoga Valley National Park,CUVA,26,Winter,I
Northern Flicker,NOFL,Cuyahoga Valley National Park,CUVA,85,Winter,I
Northern Goshawk,NOGO,Cuyahoga Valley National Park,CUVA,26,Winter,E
Northern Goshawk,NOGO,Cuyahoga Valley National Park,CUVA,85,Winter,E
Northern Harrier,NOHA,Cuyahoga Valley National Park,CUVA,26,Winter,I
Northern Harrier,NOHA,Cuyahoga Valley National Park,CUVA,85,Winter,I
Northern Mockingbird,NOMO,Cuyahoga Valley National Park,CUVA,26,Winter,I
Northern Mockingbird,NOMO,Cuyahoga Valley National Park,CUVA,85,Winter,I
Northern Shoveler,NSHO,Cuyahoga Valley National Park,CUVA,26,Winter,I
Northern Shoveler,NSHO,Cuyahoga Valley National Park,CUVA,85,Winter,I
Northern Shrike,NSHR,Cuyahoga Valley National Park,CUVA,26,Winter,E
Northern Shrike,NSHR,Cuyahoga Valley National Park,CUVA,85,Winter,E
Pied-billed Grebe,PBGR,Cuyahoga Valley National Park,CUVA,26,Winter,I
Pied-billed Grebe,PBGR,Cuyahoga Valley National Park,CUVA,85,Winter,I
Pileated Woodpecker,PIWO,Cuyahoga Valley National Park,CUVA,26,Winter,I
Pileated Woodpecker,PIWO,Cuyahoga Valley National Park,CUVA,85,Winter,I
Purple Finch,PUFI,Cuyahoga Valley National Park,CUVA,26,Winter,I
Ring-billed Gull,RBGU,Cuyahoga Valley National Park,CUVA,26,Winter,S
Ring-billed Gull,RBGU,Cuyahoga Valley National Park,CUVA,85,Winter,S
Red-breasted Merganser,RBME,Cuyahoga Valley National Park,CUVA,26,Winter,S
Red-breasted Merganser,RBME,Cuyahoga Valley National Park,CUVA,85,Winter,S
Red-bellied Woodpecker,RBWO,Cuyahoga Valley National Park,CUVA,26,Winter,I
Red-bellied Woodpecker,RBWO,Cuyahoga Valley National Park,CUVA,85,Winter,I
Ruby-crowned Kinglet,RCKI,Cuyahoga Valley National Park,CUVA,26,Winter,I
Ruby-crowned Kinglet,RCKI,Cuyahoga Valley National Park,CUVA,85,Winter,I
Red-headed Woodpecker,RHWO,Cuyahoga Valley National Park,CUVA,26,Winter,S
Red-headed Woodpecker,RHWO,Cuyahoga Valley National Park,CUVA,85,Winter,I
Rough-legged Hawk,RLHA,Cuyahoga Valley National Park,CUVA,26,Winter,W
Rough-legged Hawk,RLHA,Cuyahoga Valley National Park,CUVA,85,Winter,W
Ring-necked Duck,RNDU,Cuyahoga Valley National Park,CUVA,26,Winter,I
Ring-necked Duck,RNDU,Cuyahoga Valley National Park,CUVA,85,Winter,I
Ring-necked Pheasant,RNEP,Cuyahoga Valley National Park,CUVA,26,Winter,E
Ring-necked Pheasant,RNEP,Cuyahoga Valley National Park,CUVA,85,Winter,E
Red-necked Grebe,RNGR,Cuyahoga Valley National Park,CUVA,26,Winter,E
Red-necked Grebe,RNGR,Cuyahoga Valley National Park,CUVA,85,Winter,E
Rock Pigeon,ROPI,Cuyahoga Valley National Park,CUVA,26,Winter,W
Rock Pigeon,ROPI,Cuyahoga Valley National Park,CUVA,85,Winter,W
Red-shouldered Hawk,RSHA,Cuyahoga Valley National Park,CUVA,26,Winter,I
Red-shouldered Hawk,RSHA,Cuyahoga Valley National Park,CUVA,85,Winter,I
Red-tailed Hawk,RTHA,Cuyahoga Valley National Park,CUVA,26,Winter,S
Red-tailed Hawk,RTHA,Cuyahoga Valley National Park,CUVA,85,Winter,S
Rusty Blackbird,RUBL,Cuyahoga Valley National Park,CUVA,26,Winter,I
Rusty Blackbird,RUBL,Cuyahoga Valley National Park,CUVA,85,Winter,I
Ruddy Duck,RUDU,Cuyahoga Valley National Park,CUVA,26,Winter,I
Ruddy Duck,RUDU,Cuyahoga Valley National Park,CUVA,85,Winter,I
Red-winged Blackbird,RWBL,Cuyahoga Valley National Park,CUVA,26,Winter,I
Red-winged Blackbird,RWBL,Cuyahoga Valley National Park,CUVA,85,Winter,I
Savannah Sparrow,SAVS,Cuyahoga Valley National Park,CUVA,26,Winter,I
Savannah Sparrow,SAVS,Cuyahoga Valley National Park,CUVA,85,Winter,I
Sedge Wren,SEWR,Cuyahoga Valley National Park,CUVA,85,Winter,I
Smith's Longspur,SMLO,Cuyahoga Valley National Park,CUVA,85,Winter,C
Snow Bunting,SNBU,Cuyahoga Valley National Park,CUVA,26,Winter,E
Snow Bunting,SNBU,Cuyahoga Valley National Park,CUVA,85,Winter,E
Snowy Owl,SNOW,Cuyahoga Valley National Park,CUVA,26,Winter,E
Snowy Owl,SNOW,Cuyahoga Valley National Park,CUVA,85,Winter,E
Song Sparrow,SOSP,Cuyahoga Valley National Park,CUVA,26,Winter,I
Song Sparrow,SOSP,Cuyahoga Valley National Park,CUVA,85,Winter,I
Sharp-shinned Hawk,SSHA,Cuyahoga Valley National Park,CUVA,26,Winter,I
Sharp-shinned Hawk,SSHA,Cuyahoga Valley National Park,CUVA,85,Winter,I
Swamp Sparrow,SWSP,Cuyahoga Valley National Park,CUVA,26,Winter,I
Swamp Sparrow,SWSP,Cuyahoga Valley National Park,CUVA,85,Winter,I
Turkey Vulture,TUVU,Cuyahoga Valley National Park,CUVA,26,Winter,I
Turkey Vulture,TUVU,Cuyahoga Valley National Park,CUVA,85,Winter,I
White-breasted Nuthatch,WBNU,Cuyahoga Valley National Park,CUVA,26,Winter,S
White-breasted Nuthatch,WBNU,Cuyahoga Valley National Park,CUVA,85,Winter,W
White-crowned Sparrow,WCSP,Cuyahoga Valley National Park,CUVA,26,Winter,I
White-crowned Sparrow,WCSP,Cuyahoga Valley National Park,CUVA,85,Winter,I
Wilson's Snipe,WISN,Cuyahoga Valley National Park,CUVA,26,Winter,W
Wilson's Snipe,WISN,Cuyahoga Valley National Park,CUVA,85,Winter,S
Wild Turkey,WITU,Cuyahoga Valley National Park,CUVA,26,Winter,S
Wild Turkey,WITU,Cuyahoga Valley National Park,CUVA,85,Winter,S
Wood Duck,WODU,Cuyahoga Valley National Park,CUVA,26,Winter,I
Wood Duck,WODU,Cuyahoga Valley National Park,CUVA,85,Winter,I
White-throated Sparrow,WTSP,Cuyahoga Valley National Park,CUVA,26,Winter,I
White-throated Sparrow,WTSP,Cuyahoga Valley National Park,CUVA,85,Winter,I
White-winged Scoter,WWSC,Cuyahoga Valley National Park,CUVA,26,Winter,E
White-winged Scoter,WWSC,Cuyahoga Valley National Park,CUVA,85,Winter,E
Yellow-bellied Sapsucker,YBSA,Cuyahoga Valley National Park,CUVA,26,Winter,I
Yellow-bellied Sapsucker,YBSA,Cuyahoga Valley National Park,CUVA,85,Winter,I
Yellow-rumped Warbler,YRWA,Cuyahoga Valley National Park,CUVA,26,Winter,I
Yellow-rumped Warbler,YRWA,Cuyahoga Valley National Park,CUVA,85,Winter,I
American Dipper,AMDI,Denali National Park and Preserve,DENA,26,Winter,S
American Dipper,AMDI,Denali National Park and Preserve,DENA,85,Winter,S
American Three-toed Woodpecker,ATTW,Denali National Park and Preserve,DENA,26,Winter,I
American Three-toed Woodpecker,ATTW,Denali National Park and Preserve,DENA,85,Winter,S
Barrow's Goldeneye,BAGO,Denali National Park and Preserve,DENA,26,Winter,I
Barrow's Goldeneye,BAGO,Denali National Park and Preserve,DENA,85,Winter,I
Black-billed Magpie,BBMA,Denali National Park and Preserve,DENA,26,Winter,S
Black-billed Magpie,BBMA,Denali National Park and Preserve,DENA,85,Winter,W
Black-backed Woodpecker,BBWO,Denali National Park and Preserve,DENA,26,Winter,I
Black-backed Woodpecker,BBWO,Denali National Park and Preserve,DENA,85,Winter,I
Black-capped Chickadee,BCCH,Denali National Park and Preserve,DENA,26,Winter,I
Black-capped Chickadee,BCCH,Denali National Park and Preserve,DENA,85,Winter,I
Black Guillemot,BLGU,Denali National Park and Preserve,DENA,26,Winter,C
Black Guillemot,BLGU,Denali National Park and Preserve,DENA,85,Winter,C
Boreal Chickadee,BOCH,Denali National Park and Preserve,DENA,26,Winter,W
Boreal Chickadee,BOCH,Denali National Park and Preserve,DENA,85,Winter,W
Bohemian Waxwing,BOWA,Denali National Park and Preserve,DENA,26,Winter,I
Bohemian Waxwing,BOWA,Denali National Park and Preserve,DENA,85,Winter,I
Common Eider,COEI,Denali National Park and Preserve,DENA,85,Winter,C
Common Goldeneye,COGO,Denali National Park and Preserve,DENA,85,Winter,I
Common Merganser,COME,Denali National Park and Preserve,DENA,26,Winter,I
Common Merganser,COME,Denali National Park and Preserve,DENA,85,Winter,I
Common Raven,CORA,Denali National Park and Preserve,DENA,26,Winter,W
Common Raven,CORA,Denali National Park and Preserve,DENA,85,Winter,W
Common Redpoll,CORE,Denali National Park and Preserve,DENA,26,Winter,S
Common Redpoll,CORE,Denali National Park and Preserve,DENA,85,Winter,S
Evening Grosbeak,EVGR,Denali National Park and Preserve,DENA,26,Winter,C
Evening Grosbeak,EVGR,Denali National Park and Preserve,DENA,85,Winter,C
Gray-crowned Rosy-Finch,GCRF,Denali National Park and Preserve,DENA,26,Winter,S
Gray-crowned Rosy-Finch,GCRF,Denali National Park and Preserve,DENA,85,Winter,W
Great Gray Owl,GGOW,Denali National Park and Preserve,DENA,26,Winter,S
Great Gray Owl,GGOW,Denali National Park and Preserve,DENA,85,Winter,S
Gray Jay,GRAJ,Denali National Park and Preserve,DENA,26,Winter,S
Gray Jay,GRAJ,Denali National Park and Preserve,DENA,85,Winter,W
Gray Partridge,GRAP,Denali National Park and Preserve,DENA,26,Winter,C
Gray Partridge,GRAP,Denali National Park and Preserve,DENA,85,Winter,C
Hairy Woodpecker,HAWO,Denali National Park and Preserve,DENA,26,Winter,I
Hairy Woodpecker,HAWO,Denali National Park and Preserve,DENA,85,Winter,I
Long-tailed Duck,LTDU,Denali National Park and Preserve,DENA,85,Winter,I
Marbled Murrelet,MAMU,Denali National Park and Preserve,DENA,26,Winter,S
Marbled Murrelet,MAMU,Denali National Park and Preserve,DENA,85,Winter,S
Northern Hawk Owl,NHOW,Denali National Park and Preserve,DENA,26,Winter,W
Northern Hawk Owl,NHOW,Denali National Park and Preserve,DENA,85,Winter,W
Northern Goshawk,NOGO,Denali National Park and Preserve,DENA,26,Winter,W
Northern Goshawk,NOGO,Denali National Park and Preserve,DENA,85,Winter,W
Northern Shrike,NSHR,Denali National Park and Preserve,DENA,26,Winter,I
Northern Shrike,NSHR,Denali National Park and Preserve,DENA,85,Winter,I
Pine Grosbeak,PIGR,Denali National Park and Preserve,DENA,26,Winter,S
Pine Grosbeak,PIGR,Denali National Park and Preserve,DENA,85,Winter,S
Pine Siskin,PISI,Denali National Park and Preserve,DENA,85,Winter,I
Red-breasted Nuthatch,RBNU,Denali National Park and Preserve,DENA,26,Winter,I
Red-breasted Nuthatch,RBNU,Denali National Park and Preserve,DENA,85,Winter,I
Rock Ptarmigan,ROPT,Denali National Park and Preserve,DENA,26,Winter,W
Rock Ptarmigan,ROPT,Denali National Park and Preserve,DENA,85,Winter,W
Ruffed Grouse,RUGR,Denali National Park and Preserve,DENA,26,Winter,I
Ruffed Grouse,RUGR,Denali National Park and Preserve,DENA,85,Winter,I
Snow Bunting,SNBU,Denali National Park and Preserve,DENA,26,Winter,S
Snow Bunting,SNBU,Denali National Park and Preserve,DENA,85,Winter,I
Snowy Owl,SNOW,Denali National Park and Preserve,DENA,26,Winter,I
Snowy Owl,SNOW,Denali National Park and Preserve,DENA,85,Winter,I
Spruce Grouse,SPGR,Denali National Park and Preserve,DENA,26,Winter,W
Spruce Grouse,SPGR,Denali National Park and Preserve,DENA,85,Winter,W
Sharp-tailed Grouse,STGR,Denali National Park and Preserve,DENA,26,Winter,S
Sharp-tailed Grouse,STGR,Denali National Park and Preserve,DENA,85,Winter,S
Steller's Jay,STJA,Denali National Park and Preserve,DENA,26,Winter,I
Steller's Jay,STJA,Denali National Park and Preserve,DENA,85,Winter,S
Willow Ptarmigan,WIPT,Denali National Park and Preserve,DENA,26,Winter,W
Willow Ptarmigan,WIPT,Denali National Park and Preserve,DENA,85,Winter,W
White-winged Crossbill,WWCR,Denali National Park and Preserve,DENA,26,Winter,S
White-winged Crossbill,WWCR,Denali National Park and Preserve,DENA,85,Winter,I
American Avocet,AMAV,Death Valley National Park,DEVA,26,Winter,W
American Avocet,AMAV,Death Valley National Park,DEVA,85,Winter,S
American Bittern,AMBI,Death Valley National Park,DEVA,26,Winter,S
American Bittern,AMBI,Death Valley National Park,DEVA,85,Winter,S
American Coot,AMCO,Death Valley National Park,DEVA,26,Winter,S
American Coot,AMCO,Death Valley National Park,DEVA,85,Winter,S
American Dipper,AMDI,Death Valley National Park,DEVA,26,Winter,E
American Dipper,AMDI,Death Valley National Park,DEVA,85,Winter,E
American Kestrel,AMKE,Death Valley National Park,DEVA,26,Winter,W
American Kestrel,AMKE,Death Valley National Park,DEVA,85,Winter,W
American Pipit,AMPI,Death Valley National Park,DEVA,26,Winter,S
American Pipit,AMPI,Death Valley National Park,DEVA,85,Winter,I
American Robin,AMRO,Death Valley National Park,DEVA,26,Winter,E
American Robin,AMRO,Death Valley National Park,DEVA,85,Winter,E
American Wigeon,AMWI,Death Valley National Park,DEVA,26,Winter,S
American Wigeon,AMWI,Death Valley National Park,DEVA,85,Winter,S
Anna's Hummingbird,ANHU,Death Valley National Park,DEVA,26,Winter,S
Anna's Hummingbird,ANHU,Death Valley National Park,DEVA,85,Winter,S
American White Pelican,AWPE,Death Valley National Park,DEVA,26,Winter,S
American White Pelican,AWPE,Death Valley National Park,DEVA,85,Winter,I
Barrow's Goldeneye,BAGO,Death Valley National Park,DEVA,26,Winter,S
Barrow's Goldeneye,BAGO,Death Valley National Park,DEVA,85,Winter,I
Barn Owl,BANO,Death Valley National Park,DEVA,26,Winter,W
Barn Owl,BANO,Death Valley National Park,DEVA,85,Winter,W
Black-and-white Warbler,BAWW,Death Valley National Park,DEVA,85,Winter,I
Black-billed Magpie,BBMA,Death Valley National Park,DEVA,26,Winter,W
Black-billed Magpie,BBMA,Death Valley National Park,DEVA,85,Winter,E
Black-crowned Night-Heron,BCNH,Death Valley National Park,DEVA,26,Winter,W
Black-crowned Night-Heron,BCNH,Death Valley National Park,DEVA,85,Winter,W
Belted Kingfisher,BEKI,Death Valley National Park,DEVA,26,Winter,S
Belted Kingfisher,BEKI,Death Valley National Park,DEVA,85,Winter,S
